[10/18 22:41:23] train_sl  23/10/18 22:41:20 INFO: CRAIG dataloader initialized. 
[10/18 23:00:40] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 89, finished reading dataloader. 
[10/18 23:01:13] train_sl  23/10/18 22:41:20 INFO: Epoch: 90 , Training Loss: 0.05025190938313802 , Training Accuracy: 0.6738666666666666 , Validation Loss: 0.051119776916503906 , Validation Accuracy: 0.6658 , Test Loss: 0.05441576690673828 , Test Accuracy: 0.6654 , Best Accuracy: 0.6796 , Timing: 892.5816819667816
[10/18 23:01:13] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 90, reading dataloader... 
[10/18 23:01:13] train_sl  23/10/18 22:41:20 INFO: Epoch: 90, requires subset selection. 
[10/18 23:02:20] train_sl  23/10/18 22:41:20 DEBUG: CRAIG strategy data selection time is: 67.1497
[10/18 23:02:20] train_sl  23/10/18 22:41:20 INFO: Epoch: 90, subset selection finished, takes 67.1803. 
[10/18 23:02:20] train_sl  23/10/18 22:41:20 DEBUG: Subset indices length: 4503
[10/18 23:02:20] train_sl  23/10/18 22:41:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/18 23:02:20] train_sl  23/10/18 22:41:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4503
[10/18 23:02:20] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 90, finished reading dataloader. 
[10/18 23:02:23] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 91, reading dataloader... 
[10/18 23:02:23] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 91, finished reading dataloader. 
[10/18 23:02:27] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 92, reading dataloader... 
[10/18 23:02:27] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 92, finished reading dataloader. 
[10/18 23:02:30] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 93, reading dataloader... 
[10/18 23:02:30] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 93, finished reading dataloader. 
[10/18 23:02:34] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 94, reading dataloader... 
[10/18 23:02:34] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 94, finished reading dataloader. 
[10/18 23:02:38] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 95, reading dataloader... 
[10/18 23:02:38] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 95, finished reading dataloader. 
[10/18 23:02:41] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 96, reading dataloader... 
[10/18 23:02:41] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 96, finished reading dataloader. 
[10/18 23:02:45] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 97, reading dataloader... 
[10/18 23:02:45] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 97, finished reading dataloader. 
[10/18 23:02:48] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 98, reading dataloader... 
[10/18 23:02:48] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 98, finished reading dataloader. 
[10/18 23:02:52] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 99, reading dataloader... 
[10/18 23:02:52] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 99, finished reading dataloader. 
[10/18 23:02:56] train_sl  23/10/18 22:41:20 INFO: Model checkpoint saved at epoch: 100
[10/18 23:03:25] train_sl  23/10/18 22:41:20 INFO: Epoch: 100 , Training Loss: 0.05682181837293837 , Training Accuracy: 0.6113333333333333 , Validation Loss: 0.05893984069824219 , Validation Accuracy: 0.591 , Test Loss: 0.05891490020751953 , Test Accuracy: 0.6049 , Best Accuracy: 0.6796 , Timing: 995.288204908371
[10/18 23:03:25] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 100, reading dataloader... 
[10/18 23:03:25] train_sl  23/10/18 22:41:20 INFO: Epoch: 100, requires subset selection. 
[10/18 23:04:34] train_sl  23/10/18 22:41:20 DEBUG: CRAIG strategy data selection time is: 68.4263
[10/18 23:04:34] train_sl  23/10/18 22:41:20 INFO: Epoch: 100, subset selection finished, takes 68.4569. 
[10/18 23:04:34] train_sl  23/10/18 22:41:20 DEBUG: Subset indices length: 4503
[10/18 23:04:34] train_sl  23/10/18 22:41:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/18 23:04:34] train_sl  23/10/18 22:41:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4503
[10/18 23:04:34] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 100, finished reading dataloader. 
[10/18 23:04:37] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 101, reading dataloader... 
[10/18 23:04:37] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 101, finished reading dataloader. 
[10/18 23:04:41] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 102, reading dataloader... 
[10/18 23:04:41] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 102, finished reading dataloader. 
[10/18 23:04:44] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 103, reading dataloader... 
[10/18 23:04:44] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 103, finished reading dataloader. 
[10/18 23:04:48] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 104, reading dataloader... 
[10/18 23:04:48] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 104, finished reading dataloader. 
[10/18 23:04:52] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 105, reading dataloader... 
[10/18 23:04:52] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 105, finished reading dataloader. 
[10/18 23:04:55] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 106, reading dataloader... 
[10/18 23:04:55] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 106, finished reading dataloader. 
[10/18 23:04:59] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 107, reading dataloader... 
[10/18 23:04:59] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 107, finished reading dataloader. 
[10/18 23:05:03] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 108, reading dataloader... 
[10/18 23:05:03] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 108, finished reading dataloader. 
[10/18 23:05:06] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 109, reading dataloader... 
[10/18 23:05:06] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 109, finished reading dataloader. 
[10/18 23:05:39] train_sl  23/10/18 22:41:20 INFO: Epoch: 110 , Training Loss: 0.05038253021240234 , Training Accuracy: 0.6576 , Validation Loss: 0.05173990173339844 , Validation Accuracy: 0.6502 , Test Loss: 0.05119113311767578 , Test Accuracy: 0.6541 , Best Accuracy: 0.6796 , Timing: 1099.835649728775
[10/18 23:05:39] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 110, reading dataloader... 
[10/18 23:05:39] train_sl  23/10/18 22:41:20 INFO: Epoch: 110, requires subset selection. 
[10/18 23:06:46] train_sl  23/10/18 22:41:20 DEBUG: CRAIG strategy data selection time is: 66.9523
[10/18 23:06:46] train_sl  23/10/18 22:41:20 INFO: Epoch: 110, subset selection finished, takes 66.9810. 
[10/18 23:06:46] train_sl  23/10/18 22:41:20 DEBUG: Subset indices length: 4503
[10/18 23:06:46] train_sl  23/10/18 22:41:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/18 23:06:46] train_sl  23/10/18 22:41:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4503
[10/18 23:06:46] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 110, finished reading dataloader. 
[10/18 23:06:49] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 111, reading dataloader... 
[10/18 23:06:49] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 111, finished reading dataloader. 
[10/18 23:06:53] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 112, reading dataloader... 
[10/18 23:06:53] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 112, finished reading dataloader. 
[10/18 23:06:56] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 113, reading dataloader... 
[10/18 23:06:56] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 113, finished reading dataloader. 
[10/18 23:07:00] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 114, reading dataloader... 
[10/18 23:07:00] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 114, finished reading dataloader. 
[10/18 23:07:04] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 115, reading dataloader... 
[10/18 23:07:04] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 115, finished reading dataloader. 
[10/18 23:07:07] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 116, reading dataloader... 
[10/18 23:07:07] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 116, finished reading dataloader. 
[10/18 23:07:11] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 117, reading dataloader... 
[10/18 23:07:11] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 117, finished reading dataloader. 
[10/18 23:07:15] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 118, reading dataloader... 
[10/18 23:07:15] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 118, finished reading dataloader. 
[10/18 23:07:19] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 119, reading dataloader... 
[10/18 23:07:19] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 119, finished reading dataloader. 
[10/18 23:07:23] train_sl  23/10/18 22:41:20 INFO: Model checkpoint saved at epoch: 120
[10/18 23:07:52] train_sl  23/10/18 22:41:20 INFO: Epoch: 120 , Training Loss: 0.045422689310709634 , Training Accuracy: 0.7013111111111111 , Validation Loss: 0.04812955932617188 , Validation Accuracy: 0.6802 , Test Loss: 0.049719239807128904 , Test Accuracy: 0.6952 , Best Accuracy: 0.6952 , Timing: 1203.628672838211
[10/18 23:07:52] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 120, reading dataloader... 
[10/18 23:07:52] train_sl  23/10/18 22:41:20 INFO: Epoch: 120, requires subset selection. 
[10/18 23:09:02] train_sl  23/10/18 22:41:20 DEBUG: CRAIG strategy data selection time is: 69.6099
[10/18 23:09:02] train_sl  23/10/18 22:41:20 INFO: Epoch: 120, subset selection finished, takes 69.6421. 
[10/18 23:09:02] train_sl  23/10/18 22:41:20 DEBUG: Subset indices length: 4503
[10/18 23:09:02] train_sl  23/10/18 22:41:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/18 23:09:02] train_sl  23/10/18 22:41:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4503
[10/18 23:09:02] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 120, finished reading dataloader. 
[10/18 23:09:05] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 121, reading dataloader... 
[10/18 23:09:05] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 121, finished reading dataloader. 
[10/18 23:09:09] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 122, reading dataloader... 
[10/18 23:09:09] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 122, finished reading dataloader. 
[10/18 23:09:13] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 123, reading dataloader... 
[10/18 23:09:13] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 123, finished reading dataloader. 
[10/18 23:09:16] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 124, reading dataloader... 
[10/18 23:09:16] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 124, finished reading dataloader. 
[10/18 23:09:20] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 125, reading dataloader... 
[10/18 23:09:20] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 125, finished reading dataloader. 
[10/18 23:09:24] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 126, reading dataloader... 
[10/18 23:09:24] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 126, finished reading dataloader. 
[10/18 23:09:27] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 127, reading dataloader... 
[10/18 23:09:27] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 127, finished reading dataloader. 
[10/18 23:09:31] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 128, reading dataloader... 
[10/18 23:09:31] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 128, finished reading dataloader. 
[10/18 23:09:35] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 129, reading dataloader... 
[10/18 23:09:35] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 129, finished reading dataloader. 
[10/18 23:10:08] train_sl  23/10/18 22:41:20 INFO: Epoch: 130 , Training Loss: 0.04159197557237413 , Training Accuracy: 0.7256888888888889 , Validation Loss: 0.043461195373535155 , Validation Accuracy: 0.7072 , Test Loss: 0.0444615837097168 , Test Accuracy: 0.7163 , Best Accuracy: 0.7163 , Timing: 1309.8229305744171
[10/18 23:10:08] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 130, reading dataloader... 
[10/18 23:10:08] train_sl  23/10/18 22:41:20 INFO: Epoch: 130, requires subset selection. 
[10/18 23:11:14] train_sl  23/10/18 22:41:20 DEBUG: CRAIG strategy data selection time is: 66.7211
[10/18 23:11:14] train_sl  23/10/18 22:41:20 INFO: Epoch: 130, subset selection finished, takes 66.7523. 
[10/18 23:11:14] train_sl  23/10/18 22:41:20 DEBUG: Subset indices length: 4503
[10/18 23:11:14] train_sl  23/10/18 22:41:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/18 23:11:14] train_sl  23/10/18 22:41:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4503
[10/18 23:11:14] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 130, finished reading dataloader. 
[10/18 23:11:18] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 131, reading dataloader... 
[10/18 23:11:18] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 131, finished reading dataloader. 
[10/18 23:11:22] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 132, reading dataloader... 
[10/18 23:11:22] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 132, finished reading dataloader. 
[10/18 23:11:25] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 133, reading dataloader... 
[10/18 23:11:25] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 133, finished reading dataloader. 
[10/18 23:11:29] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 134, reading dataloader... 
[10/18 23:11:29] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 134, finished reading dataloader. 
[10/18 23:11:33] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 135, reading dataloader... 
[10/18 23:11:33] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 135, finished reading dataloader. 
[10/18 23:11:37] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 136, reading dataloader... 
[10/18 23:11:37] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 136, finished reading dataloader. 
[10/18 23:11:40] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 137, reading dataloader... 
[10/18 23:11:40] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 137, finished reading dataloader. 
[10/18 23:11:44] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 138, reading dataloader... 
[10/18 23:11:44] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 138, finished reading dataloader. 
[10/18 23:11:47] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 139, reading dataloader... 
[10/18 23:11:47] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 139, finished reading dataloader. 
[10/18 23:11:52] train_sl  23/10/18 22:41:20 INFO: Model checkpoint saved at epoch: 140
[10/18 23:12:22] train_sl  23/10/18 22:41:20 INFO: Epoch: 140 , Training Loss: 0.040756549919976126 , Training Accuracy: 0.7327111111111111 , Validation Loss: 0.042973681640625 , Validation Accuracy: 0.713 , Test Loss: 0.04244059753417969 , Test Accuracy: 0.7257 , Best Accuracy: 0.7257 , Timing: 1413.113074541092
[10/18 23:12:22] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 140, reading dataloader... 
[10/18 23:12:22] train_sl  23/10/18 22:41:20 INFO: Epoch: 140, requires subset selection. 
[10/18 23:13:29] train_sl  23/10/18 22:41:20 DEBUG: CRAIG strategy data selection time is: 66.7808
[10/18 23:13:29] train_sl  23/10/18 22:41:20 INFO: Epoch: 140, subset selection finished, takes 66.8112. 
[10/18 23:13:29] train_sl  23/10/18 22:41:20 DEBUG: Subset indices length: 4503
[10/18 23:13:29] train_sl  23/10/18 22:41:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/18 23:13:29] train_sl  23/10/18 22:41:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4503
[10/18 23:13:29] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 140, finished reading dataloader. 
[10/18 23:13:32] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 141, reading dataloader... 
[10/18 23:13:32] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 141, finished reading dataloader. 
[10/18 23:13:36] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 142, reading dataloader... 
[10/18 23:13:36] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 142, finished reading dataloader. 
[10/18 23:13:39] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 143, reading dataloader... 
[10/18 23:13:39] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 143, finished reading dataloader. 
[10/18 23:13:43] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 144, reading dataloader... 
[10/18 23:13:43] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 144, finished reading dataloader. 
[10/18 23:13:46] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 145, reading dataloader... 
[10/18 23:13:46] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 145, finished reading dataloader. 
[10/18 23:13:50] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 146, reading dataloader... 
[10/18 23:13:50] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 146, finished reading dataloader. 
[10/18 23:13:53] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 147, reading dataloader... 
[10/18 23:13:53] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 147, finished reading dataloader. 
[10/18 23:13:57] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 148, reading dataloader... 
[10/18 23:13:57] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 148, finished reading dataloader. 
[10/18 23:14:01] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 149, reading dataloader... 
[10/18 23:14:01] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 149, finished reading dataloader. 
[10/18 23:14:33] train_sl  23/10/18 22:41:20 INFO: Epoch: 150 , Training Loss: 0.03759703403049045 , Training Accuracy: 0.7535111111111111 , Validation Loss: 0.03931118774414062 , Validation Accuracy: 0.7372 , Test Loss: 0.04001598663330078 , Test Accuracy: 0.7426 , Best Accuracy: 0.7426 , Timing: 1516.0264747142792
[10/18 23:14:33] train_sl  23/10/18 22:41:20 DEBUG: Epoch: 150, reading dataloader... 
[10/18 23:14:33] train_sl  23/10/18 22:41:20 INFO: Epoch: 150, requires subset selection. 
0/18 23:13:25] train_sl  23/10/18 22:40:23 DEBUG: CRAIG strategy data selection time is: 64.2555
[10/18 23:13:25] train_sl  23/10/18 22:40:23 INFO: Epoch: 150, subset selection finished, takes 64.2832. 
[10/18 23:13:25] train_sl  23/10/18 22:40:23 DEBUG: Subset indices length: 4503
[10/18 23:13:25] train_sl  23/10/18 22:40:23 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/18 23:13:25] train_sl  23/10/18 22:40:23 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4503
[10/18 23:13:25] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 150, finished reading dataloader. 
[10/18 23:13:28] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 151, reading dataloader... 
[10/18 23:13:28] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 151, finished reading dataloader. 
[10/18 23:13:32] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 152, reading dataloader... 
[10/18 23:13:32] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 152, finished reading dataloader. 
[10/18 23:13:35] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 153, reading dataloader... 
[10/18 23:13:35] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 153, finished reading dataloader. 
[10/18 23:13:39] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 154, reading dataloader... 
[10/18 23:13:39] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 154, finished reading dataloader. 
[10/18 23:13:42] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 155, reading dataloader... 
[10/18 23:13:42] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 155, finished reading dataloader. 
[10/18 23:13:46] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 156, reading dataloader... 
[10/18 23:13:46] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 156, finished reading dataloader. 
[10/18 23:13:49] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 157, reading dataloader... 
[10/18 23:13:49] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 157, finished reading dataloader. 
[10/18 23:13:53] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 158, reading dataloader... 
[10/18 23:13:53] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 158, finished reading dataloader. 
[10/18 23:13:56] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 159, reading dataloader... 
[10/18 23:13:56] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 159, finished reading dataloader. 
[10/18 23:14:01] train_sl  23/10/18 22:40:23 INFO: Model checkpoint saved at epoch: 160
[10/18 23:14:29] train_sl  23/10/18 22:40:23 INFO: Epoch: 160 , Training Loss: 0.03950681304931641 , Training Accuracy: 0.7442666666666666 , Validation Loss: 0.04089614715576172 , Validation Accuracy: 0.732 , Test Loss: 0.04166291427612305 , Test Accuracy: 0.7359 , Best Accuracy: 0.7474 , Timing: 1554.1197016239166
[10/18 23:14:29] train_sl  23/10/18 22:40:23 DEBUG: Epoch: 160, reading dataloader... 
