[10/30 13:40:25] train_sl  23/10/30 13:40:20 INFO: Submodular dataloader initialized. 
[10/30 14:10:55] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 108.8566
[10/30 14:10:55] train_sl  23/10/30 13:40:20 INFO: Epoch: 90, subset selection finished, takes 109.5662. 
[10/30 14:10:55] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:10:56] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:10:56] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:10:56] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 90, finished reading dataloader. 
[10/30 14:11:01] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 91, reading dataloader... 
[10/30 14:11:01] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 91, finished reading dataloader. 
[10/30 14:11:06] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 92, reading dataloader... 
[10/30 14:11:06] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 92, finished reading dataloader. 
[10/30 14:11:10] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 93, reading dataloader... 
[10/30 14:11:10] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 93, finished reading dataloader. 
[10/30 14:11:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 94, reading dataloader... 
[10/30 14:11:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 94, finished reading dataloader. 
[10/30 14:11:20] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 95, reading dataloader... 
[10/30 14:11:20] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 95, finished reading dataloader. 
[10/30 14:11:25] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 96, reading dataloader... 
[10/30 14:11:25] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 96, finished reading dataloader. 
[10/30 14:11:29] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 97, reading dataloader... 
[10/30 14:11:29] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 97, finished reading dataloader. 
[10/30 14:11:34] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 98, reading dataloader... 
[10/30 14:11:34] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 98, finished reading dataloader. 
[10/30 14:11:39] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 99, reading dataloader... 
[10/30 14:11:39] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 99, finished reading dataloader. 
[10/30 14:11:45] train_sl  23/10/30 13:40:20 INFO: Model checkpoint saved at epoch: 100
[10/30 14:12:23] train_sl  23/10/30 13:40:20 INFO: Epoch: 100 , Training Loss: 0.025197949473063152 , Training Accuracy: 0.8543555555555555 , Test Loss: 0.034579220581054684 , Test Accuracy: 0.8183 , Best Accuracy: 0.8183 , Timing: 1506.6981856822968
[10/30 14:12:23] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 100, reading dataloader... 
[10/30 14:12:23] train_sl  23/10/30 13:40:20 INFO: Epoch: 100, requires subset selection. 
[10/30 14:14:18] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 114.7100
[10/30 14:14:18] train_sl  23/10/30 13:40:20 INFO: Epoch: 100, subset selection finished, takes 115.3867. 
[10/30 14:14:18] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:14:18] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:14:18] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:14:18] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 100, finished reading dataloader. 
[10/30 14:14:23] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 101, reading dataloader... 
[10/30 14:14:23] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 101, finished reading dataloader. 
[10/30 14:14:28] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 102, reading dataloader... 
[10/30 14:14:28] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 102, finished reading dataloader. 
[10/30 14:14:33] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 103, reading dataloader... 
[10/30 14:14:33] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 103, finished reading dataloader. 
[10/30 14:14:37] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 104, reading dataloader... 
[10/30 14:14:37] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 104, finished reading dataloader. 
[10/30 14:14:42] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 105, reading dataloader... 
[10/30 14:14:42] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 105, finished reading dataloader. 
[10/30 14:14:47] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 106, reading dataloader... 
[10/30 14:14:47] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 106, finished reading dataloader. 
[10/30 14:14:52] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 107, reading dataloader... 
[10/30 14:14:52] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 107, finished reading dataloader. 
[10/30 14:14:57] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 108, reading dataloader... 
[10/30 14:14:57] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 108, finished reading dataloader. 
[10/30 14:15:02] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 109, reading dataloader... 
[10/30 14:15:02] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 109, finished reading dataloader. 
[10/30 14:15:40] train_sl  23/10/30 13:40:20 INFO: Epoch: 110 , Training Loss: 0.021008334096272785 , Training Accuracy: 0.8740444444444444 , Test Loss: 0.028697003173828124 , Test Accuracy: 0.8425 , Best Accuracy: 0.8425 , Timing: 1670.436550617218
[10/30 14:15:40] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 110, reading dataloader... 
[10/30 14:15:40] train_sl  23/10/30 13:40:20 INFO: Epoch: 110, requires subset selection. 
[10/30 14:17:34] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 114.0305
[10/30 14:17:35] train_sl  23/10/30 13:40:20 INFO: Epoch: 110, subset selection finished, takes 114.8271. 
[10/30 14:17:35] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:17:35] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:17:35] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:17:35] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 110, finished reading dataloader. 
[10/30 14:17:40] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 111, reading dataloader... 
[10/30 14:17:40] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 111, finished reading dataloader. 
[10/30 14:17:45] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 112, reading dataloader... 
[10/30 14:17:45] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 112, finished reading dataloader. 
[10/30 14:17:50] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 113, reading dataloader... 
[10/30 14:17:50] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 113, finished reading dataloader. 
[10/30 14:17:55] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 114, reading dataloader... 
[10/30 14:17:55] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 114, finished reading dataloader. 
[10/30 14:18:00] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 115, reading dataloader... 
[10/30 14:18:00] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 115, finished reading dataloader. 
[10/30 14:18:05] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 116, reading dataloader... 
[10/30 14:18:05] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 116, finished reading dataloader. 
[10/30 14:18:09] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 117, reading dataloader... 
[10/30 14:18:09] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 117, finished reading dataloader. 
[10/30 14:18:14] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 118, reading dataloader... 
[10/30 14:18:14] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 118, finished reading dataloader. 
[10/30 14:18:19] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 119, reading dataloader... 
[10/30 14:18:19] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 119, finished reading dataloader. 
[10/30 14:18:25] train_sl  23/10/30 13:40:20 INFO: Model checkpoint saved at epoch: 120
[10/30 14:19:01] train_sl  23/10/30 13:40:20 INFO: Epoch: 120 , Training Loss: 0.0204079953511556 , Training Accuracy: 0.8810888888888889 , Test Loss: 0.02936215133666992 , Test Accuracy: 0.8496 , Best Accuracy: 0.8496 , Timing: 1834.121161699295
[10/30 14:19:01] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 120, reading dataloader... 
[10/30 14:19:01] train_sl  23/10/30 13:40:20 INFO: Epoch: 120, requires subset selection. 
[10/30 14:20:50] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 108.2018
[10/30 14:20:50] train_sl  23/10/30 13:40:20 INFO: Epoch: 120, subset selection finished, takes 108.8586. 
[10/30 14:20:50] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:20:50] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:20:50] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:20:50] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 120, finished reading dataloader. 
[10/30 14:20:55] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 121, reading dataloader... 
[10/30 14:20:55] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 121, finished reading dataloader. 
[10/30 14:21:00] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 122, reading dataloader... 
[10/30 14:21:00] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 122, finished reading dataloader. 
[10/30 14:21:05] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 123, reading dataloader... 
[10/30 14:21:05] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 123, finished reading dataloader. 
[10/30 14:21:10] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 124, reading dataloader... 
[10/30 14:21:10] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 124, finished reading dataloader. 
[10/30 14:21:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 125, reading dataloader... 
[10/30 14:21:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 125, finished reading dataloader. 
[10/30 14:21:20] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 126, reading dataloader... 
[10/30 14:21:20] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 126, finished reading dataloader. 
[10/30 14:21:25] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 127, reading dataloader... 
[10/30 14:21:25] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 127, finished reading dataloader. 
[10/30 14:21:30] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 128, reading dataloader... 
[10/30 14:21:30] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 128, finished reading dataloader. 
[10/30 14:21:35] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 129, reading dataloader... 
[10/30 14:21:35] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 129, finished reading dataloader. 
[10/30 14:22:18] train_sl  23/10/30 13:40:20 INFO: Epoch: 130 , Training Loss: 0.017971060180664064 , Training Accuracy: 0.8932 , Test Loss: 0.0280680419921875 , Test Accuracy: 0.8499 , Best Accuracy: 0.8499 , Timing: 1992.7542259693146
[10/30 14:22:18] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 130, reading dataloader... 
[10/30 14:22:18] train_sl  23/10/30 13:40:20 INFO: Epoch: 130, requires subset selection. 
[10/30 14:24:12] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 113.9004
[10/30 14:24:13] train_sl  23/10/30 13:40:20 INFO: Epoch: 130, subset selection finished, takes 114.5792. 
[10/30 14:24:13] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:24:13] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:24:13] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:24:13] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 130, finished reading dataloader. 
[10/30 14:24:18] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 131, reading dataloader... 
[10/30 14:24:18] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 131, finished reading dataloader. 
[10/30 14:24:23] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 132, reading dataloader... 
[10/30 14:24:23] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 132, finished reading dataloader. 
[10/30 14:24:27] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 133, reading dataloader... 
[10/30 14:24:27] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 133, finished reading dataloader. 
[10/30 14:24:32] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 134, reading dataloader... 
[10/30 14:24:32] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 134, finished reading dataloader. 
[10/30 14:24:37] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 135, reading dataloader... 
[10/30 14:24:37] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 135, finished reading dataloader. 
[10/30 14:24:42] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 136, reading dataloader... 
[10/30 14:24:42] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 136, finished reading dataloader. 
[10/30 14:24:47] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 137, reading dataloader... 
[10/30 14:24:47] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 137, finished reading dataloader. 
[10/30 14:24:52] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 138, reading dataloader... 
[10/30 14:24:52] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 138, finished reading dataloader. 
[10/30 14:24:57] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 139, reading dataloader... 
[10/30 14:24:57] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 139, finished reading dataloader. 
[10/30 14:25:02] train_sl  23/10/30 13:40:20 INFO: Model checkpoint saved at epoch: 140
[10/30 14:25:41] train_sl  23/10/30 13:40:20 INFO: Epoch: 140 , Training Loss: 0.01709271452162001 , Training Accuracy: 0.8973333333333333 , Test Loss: 0.026375106048583983 , Test Accuracy: 0.8578 , Best Accuracy: 0.8578 , Timing: 2156.1200444698334
[10/30 14:25:41] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 140, reading dataloader... 
[10/30 14:25:41] train_sl  23/10/30 13:40:20 INFO: Epoch: 140, requires subset selection. 
[10/30 14:27:31] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 110.0194
[10/30 14:27:31] train_sl  23/10/30 13:40:20 INFO: Epoch: 140, subset selection finished, takes 110.7977. 
[10/30 14:27:31] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:27:31] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:27:31] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:27:31] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 140, finished reading dataloader. 
[10/30 14:27:36] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 141, reading dataloader... 
[10/30 14:27:36] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 141, finished reading dataloader. 
[10/30 14:27:41] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 142, reading dataloader... 
[10/30 14:27:41] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 142, finished reading dataloader. 
[10/30 14:27:46] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 143, reading dataloader... 
[10/30 14:27:46] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 143, finished reading dataloader. 
[10/30 14:27:50] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 144, reading dataloader... 
[10/30 14:27:50] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 144, finished reading dataloader. 
[10/30 14:27:55] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 145, reading dataloader... 
[10/30 14:27:55] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 145, finished reading dataloader. 
[10/30 14:28:00] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 146, reading dataloader... 
[10/30 14:28:00] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 146, finished reading dataloader. 
[10/30 14:28:05] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 147, reading dataloader... 
[10/30 14:28:05] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 147, finished reading dataloader. 
[10/30 14:28:10] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 148, reading dataloader... 
[10/30 14:28:10] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 148, finished reading dataloader. 
[10/30 14:28:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 149, reading dataloader... 
[10/30 14:28:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 149, finished reading dataloader. 
[10/30 14:28:57] train_sl  23/10/30 13:40:20 INFO: Epoch: 150 , Training Loss: 0.014335530344645183 , Training Accuracy: 0.9118888888888889 , Test Loss: 0.024897154235839845 , Test Accuracy: 0.8652 , Best Accuracy: 0.8652 , Timing: 2315.5360891819
[10/30 14:28:57] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 150, reading dataloader... 
[10/30 14:28:57] train_sl  23/10/30 13:40:20 INFO: Epoch: 150, requires subset selection. 
[10/30 14:30:49] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 112.6859
[10/30 14:30:50] train_sl  23/10/30 13:40:20 INFO: Epoch: 150, subset selection finished, takes 113.3580. 
[10/30 14:30:50] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:30:50] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:30:50] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:30:50] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 150, finished reading dataloader. 
[10/30 14:30:54] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 151, reading dataloader... 
[10/30 14:30:54] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 151, finished reading dataloader. 
[10/30 14:30:58] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 152, reading dataloader... 
[10/30 14:30:58] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 152, finished reading dataloader. 
[10/30 14:31:02] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 153, reading dataloader... 
[10/30 14:31:02] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 153, finished reading dataloader. 
[10/30 14:31:06] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 154, reading dataloader... 
[10/30 14:31:06] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 154, finished reading dataloader. 
[10/30 14:31:11] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 155, reading dataloader... 
[10/30 14:31:11] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 155, finished reading dataloader. 
[10/30 14:31:16] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 156, reading dataloader... 
[10/30 14:31:16] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 156, finished reading dataloader. 
[10/30 14:31:21] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 157, reading dataloader... 
[10/30 14:31:21] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 157, finished reading dataloader. 
[10/30 14:31:26] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 158, reading dataloader... 
[10/30 14:31:26] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 158, finished reading dataloader. 
[10/30 14:31:30] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 159, reading dataloader... 
[10/30 14:31:30] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 159, finished reading dataloader. 
[10/30 14:31:36] train_sl  23/10/30 13:40:20 INFO: Model checkpoint saved at epoch: 160
[10/30 14:32:14] train_sl  23/10/30 13:40:20 INFO: Epoch: 160 , Training Loss: 0.012901292207505967 , Training Accuracy: 0.9224222222222223 , Test Loss: 0.02332391471862793 , Test Accuracy: 0.8753 , Best Accuracy: 0.8753 , Timing: 2474.2212991714478
[10/30 14:32:14] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 160, reading dataloader... 
[10/30 14:32:14] train_sl  23/10/30 13:40:20 INFO: Epoch: 160, requires subset selection. 
[10/30 14:34:09] train_sl  23/10/30 13:40:20 DEBUG: Submodular strategy data selection time is: 115.2346
[10/30 14:34:10] train_sl  23/10/30 13:40:20 INFO: Epoch: 160, subset selection finished, takes 115.9950. 
[10/30 14:34:10] train_sl  23/10/30 13:40:20 DEBUG: Subset indices length: 4500
[10/30 14:34:10] train_sl  23/10/30 13:40:20 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[10/30 14:34:10] train_sl  23/10/30 13:40:20 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[10/30 14:34:10] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 160, finished reading dataloader. 
[10/30 14:34:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 161, reading dataloader... 
[10/30 14:34:15] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 161, finished reading dataloader. 
[10/30 14:34:20] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 162, reading dataloader... 
[10/30 14:34:20] train_sl  23/10/30 13:40:20 DEBUG: Epoch: 162, finished reading dataloader. 
