[07/03 08:04:23] train_sl  23/07/03 08:04:15 DEBUG: Glister dataloader initialized. 
[07/03 08:15:43] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 84, reading dataloader... 
[07/03 08:15:43] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 84, finished reading dataloader. 
[07/03 08:15:47] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 85, reading dataloader... 
[07/03 08:15:47] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 85, finished reading dataloader. 
[07/03 08:15:51] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 86, reading dataloader... 
[07/03 08:15:51] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 86, finished reading dataloader. 
[07/03 08:15:55] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 87, reading dataloader... 
[07/03 08:15:55] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 87, finished reading dataloader. 
[07/03 08:15:59] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 88, reading dataloader... 
[07/03 08:15:59] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 88, finished reading dataloader. 
[07/03 08:16:03] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 89, reading dataloader... 
[07/03 08:16:03] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 89, finished reading dataloader. 
[07/03 08:16:27] train_sl  23/07/03 08:04:15 INFO: Epoch: 90 , Training Loss: 0.11017311808268229 , Training Accuracy: 0.3176222222222222 , Validation Loss: 0.11260029907226562 , Validation Accuracy: 0.3066 , Test Loss: 0.0940997344970703 , Test Accuracy: 0.4155 , Best Accuracy: 0.4301 , Timing: 515.1352455615997
[07/03 08:16:27] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 90, reading dataloader... 
[07/03 08:16:27] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 90, requires subset selection. 
[07/03 08:16:48] train_sl  23/07/03 08:04:15 DEBUG: Stochastic Greedy GLISTER total time: 5.7844
[07/03 08:16:48] train_sl  23/07/03 08:04:15 DEBUG: GLISTER algorithm Subset Selection time is: 20.2235
[07/03 08:16:48] train_sl  23/07/03 08:04:15 INFO: Epoch: 90, GLISTER dataloader subset selection finished, takes 20.2465. 
[07/03 08:16:48] train_sl  23/07/03 08:04:15 DEBUG: Subset indices length: 4500
[07/03 08:16:48] train_sl  23/07/03 08:04:15 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[07/03 08:16:48] train_sl  23/07/03 08:04:15 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[07/03 08:16:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 90, finished reading dataloader. 
[07/03 08:16:52] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 91, reading dataloader... 
[07/03 08:16:52] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 91, finished reading dataloader. 
[07/03 08:16:56] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 92, reading dataloader... 
[07/03 08:16:56] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 92, finished reading dataloader. 
[07/03 08:17:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 93, reading dataloader... 
[07/03 08:17:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 93, finished reading dataloader. 
[07/03 08:17:03] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 94, reading dataloader... 
[07/03 08:17:03] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 94, finished reading dataloader. 
[07/03 08:17:07] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 95, reading dataloader... 
[07/03 08:17:07] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 95, finished reading dataloader. 
[07/03 08:17:11] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 96, reading dataloader... 
[07/03 08:17:11] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 96, finished reading dataloader. 
[07/03 08:17:15] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 97, reading dataloader... 
[07/03 08:17:15] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 97, finished reading dataloader. 
[07/03 08:17:19] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 98, reading dataloader... 
[07/03 08:17:19] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 98, finished reading dataloader. 
[07/03 08:17:23] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 99, reading dataloader... 
[07/03 08:17:23] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 99, finished reading dataloader. 
[07/03 08:17:27] train_sl  23/07/03 08:04:15 INFO: Model checkpoint saved at epoch: 100
[07/03 08:17:48] train_sl  23/07/03 08:04:15 INFO: Epoch: 100 , Training Loss: 0.11516083238389757 , Training Accuracy: 0.2557333333333333 , Validation Loss: 0.11617044067382812 , Validation Accuracy: 0.2502 , Test Loss: 0.10725832824707031 , Test Accuracy: 0.306 , Best Accuracy: 0.4301 , Timing: 574.5353367328644
[07/03 08:17:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 100, reading dataloader... 
[07/03 08:17:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 100, requires subset selection. 
[07/03 08:18:08] train_sl  23/07/03 08:04:15 DEBUG: Stochastic Greedy GLISTER total time: 5.8438
[07/03 08:18:08] train_sl  23/07/03 08:04:15 DEBUG: GLISTER algorithm Subset Selection time is: 20.4278
[07/03 08:18:08] train_sl  23/07/03 08:04:15 INFO: Epoch: 100, GLISTER dataloader subset selection finished, takes 20.4516. 
[07/03 08:18:08] train_sl  23/07/03 08:04:15 DEBUG: Subset indices length: 4500
[07/03 08:18:08] train_sl  23/07/03 08:04:15 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[07/03 08:18:08] train_sl  23/07/03 08:04:15 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[07/03 08:18:08] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 100, finished reading dataloader. 
[07/03 08:18:12] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 101, reading dataloader... 
[07/03 08:18:12] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 101, finished reading dataloader. 
[07/03 08:18:16] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 102, reading dataloader... 
[07/03 08:18:16] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 102, finished reading dataloader. 
[07/03 08:18:20] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 103, reading dataloader... 
[07/03 08:18:20] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 103, finished reading dataloader. 
[07/03 08:18:24] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 104, reading dataloader... 
[07/03 08:18:24] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 104, finished reading dataloader. 
[07/03 08:18:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 105, reading dataloader... 
[07/03 08:18:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 105, finished reading dataloader. 
[07/03 08:18:32] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 106, reading dataloader... 
[07/03 08:18:32] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 106, finished reading dataloader. 
[07/03 08:18:35] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 107, reading dataloader... 
[07/03 08:18:35] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 107, finished reading dataloader. 
[07/03 08:18:39] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 108, reading dataloader... 
[07/03 08:18:39] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 108, finished reading dataloader. 
[07/03 08:18:43] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 109, reading dataloader... 
[07/03 08:18:43] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 109, finished reading dataloader. 
[07/03 08:19:07] train_sl  23/07/03 08:04:15 INFO: Epoch: 110 , Training Loss: 0.11046414388020834 , Training Accuracy: 0.3045111111111111 , Validation Loss: 0.1122770751953125 , Validation Accuracy: 0.2964 , Test Loss: 0.09806070098876953 , Test Accuracy: 0.3698 , Best Accuracy: 0.4301 , Timing: 634.0109300613403
[07/03 08:19:07] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 110, reading dataloader... 
[07/03 08:19:07] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 110, requires subset selection. 
[07/03 08:19:28] train_sl  23/07/03 08:04:15 DEBUG: Stochastic Greedy GLISTER total time: 5.9679
[07/03 08:19:28] train_sl  23/07/03 08:04:15 DEBUG: GLISTER algorithm Subset Selection time is: 20.3762
[07/03 08:19:28] train_sl  23/07/03 08:04:15 INFO: Epoch: 110, GLISTER dataloader subset selection finished, takes 20.3958. 
[07/03 08:19:28] train_sl  23/07/03 08:04:15 DEBUG: Subset indices length: 4500
[07/03 08:19:28] train_sl  23/07/03 08:04:15 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[07/03 08:19:28] train_sl  23/07/03 08:04:15 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[07/03 08:19:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 110, finished reading dataloader. 
[07/03 08:19:32] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 111, reading dataloader... 
[07/03 08:19:32] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 111, finished reading dataloader. 
[07/03 08:19:36] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 112, reading dataloader... 
[07/03 08:19:36] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 112, finished reading dataloader. 
[07/03 08:19:40] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 113, reading dataloader... 
[07/03 08:19:40] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 113, finished reading dataloader. 
[07/03 08:19:44] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 114, reading dataloader... 
[07/03 08:19:44] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 114, finished reading dataloader. 
[07/03 08:19:47] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 115, reading dataloader... 
[07/03 08:19:47] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 115, finished reading dataloader. 
[07/03 08:19:51] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 116, reading dataloader... 
[07/03 08:19:51] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 116, finished reading dataloader. 
[07/03 08:19:55] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 117, reading dataloader... 
[07/03 08:19:55] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 117, finished reading dataloader. 
[07/03 08:20:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 118, reading dataloader... 
[07/03 08:20:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 118, finished reading dataloader. 
[07/03 08:20:04] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 119, reading dataloader... 
[07/03 08:20:04] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 119, finished reading dataloader. 
[07/03 08:20:08] train_sl  23/07/03 08:04:15 INFO: Model checkpoint saved at epoch: 120
[07/03 08:20:28] train_sl  23/07/03 08:04:15 INFO: Epoch: 120 , Training Loss: 0.10955309448242187 , Training Accuracy: 0.3196222222222222 , Validation Loss: 0.1101551025390625 , Validation Accuracy: 0.3096 , Test Loss: 0.09978516082763672 , Test Accuracy: 0.3872 , Best Accuracy: 0.4301 , Timing: 693.9864959716797
[07/03 08:20:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 120, reading dataloader... 
[07/03 08:20:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 120, requires subset selection. 
[07/03 08:20:48] train_sl  23/07/03 08:04:15 DEBUG: Stochastic Greedy GLISTER total time: 5.9782
[07/03 08:20:48] train_sl  23/07/03 08:04:15 DEBUG: GLISTER algorithm Subset Selection time is: 20.3648
[07/03 08:20:48] train_sl  23/07/03 08:04:15 INFO: Epoch: 120, GLISTER dataloader subset selection finished, takes 20.3847. 
[07/03 08:20:48] train_sl  23/07/03 08:04:15 DEBUG: Subset indices length: 4500
[07/03 08:20:48] train_sl  23/07/03 08:04:15 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[07/03 08:20:48] train_sl  23/07/03 08:04:15 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[07/03 08:20:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 120, finished reading dataloader. 
[07/03 08:20:52] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 121, reading dataloader... 
[07/03 08:20:52] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 121, finished reading dataloader. 
[07/03 08:20:56] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 122, reading dataloader... 
[07/03 08:20:56] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 122, finished reading dataloader. 
[07/03 08:21:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 123, reading dataloader... 
[07/03 08:21:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 123, finished reading dataloader. 
[07/03 08:21:04] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 124, reading dataloader... 
[07/03 08:21:04] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 124, finished reading dataloader. 
[07/03 08:21:08] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 125, reading dataloader... 
[07/03 08:21:08] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 125, finished reading dataloader. 
[07/03 08:21:12] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 126, reading dataloader... 
[07/03 08:21:12] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 126, finished reading dataloader. 
[07/03 08:21:16] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 127, reading dataloader... 
[07/03 08:21:16] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 127, finished reading dataloader. 
[07/03 08:21:19] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 128, reading dataloader... 
[07/03 08:21:19] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 128, finished reading dataloader. 
[07/03 08:21:23] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 129, reading dataloader... 
[07/03 08:21:23] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 129, finished reading dataloader. 
[07/03 08:21:48] train_sl  23/07/03 08:04:15 INFO: Epoch: 130 , Training Loss: 0.10174788208007812 , Training Accuracy: 0.38235555555555556 , Validation Loss: 0.10431018676757813 , Validation Accuracy: 0.372 , Test Loss: 0.08463780975341798 , Test Accuracy: 0.4847 , Best Accuracy: 0.4847 , Timing: 753.2680521011353
[07/03 08:21:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 130, reading dataloader... 
[07/03 08:21:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 130, requires subset selection. 
[07/03 08:22:08] train_sl  23/07/03 08:04:15 DEBUG: Stochastic Greedy GLISTER total time: 6.1946
[07/03 08:22:08] train_sl  23/07/03 08:04:15 DEBUG: GLISTER algorithm Subset Selection time is: 20.7948
[07/03 08:22:08] train_sl  23/07/03 08:04:15 INFO: Epoch: 130, GLISTER dataloader subset selection finished, takes 20.8126. 
[07/03 08:22:08] train_sl  23/07/03 08:04:15 DEBUG: Subset indices length: 4500
[07/03 08:22:08] train_sl  23/07/03 08:04:15 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[07/03 08:22:08] train_sl  23/07/03 08:04:15 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[07/03 08:22:08] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 130, finished reading dataloader. 
[07/03 08:22:12] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 131, reading dataloader... 
[07/03 08:22:12] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 131, finished reading dataloader. 
[07/03 08:22:16] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 132, reading dataloader... 
[07/03 08:22:16] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 132, finished reading dataloader. 
[07/03 08:22:20] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 133, reading dataloader... 
[07/03 08:22:20] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 133, finished reading dataloader. 
[07/03 08:22:24] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 134, reading dataloader... 
[07/03 08:22:24] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 134, finished reading dataloader. 
[07/03 08:22:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 135, reading dataloader... 
[07/03 08:22:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 135, finished reading dataloader. 
[07/03 08:22:32] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 136, reading dataloader... 
[07/03 08:22:32] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 136, finished reading dataloader. 
[07/03 08:22:36] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 137, reading dataloader... 
[07/03 08:22:36] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 137, finished reading dataloader. 
[07/03 08:22:40] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 138, reading dataloader... 
[07/03 08:22:40] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 138, finished reading dataloader. 
[07/03 08:22:43] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 139, reading dataloader... 
[07/03 08:22:43] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 139, finished reading dataloader. 
[07/03 08:22:47] train_sl  23/07/03 08:04:15 INFO: Model checkpoint saved at epoch: 140
[07/03 08:23:08] train_sl  23/07/03 08:04:15 INFO: Epoch: 140 , Training Loss: 0.1077039794921875 , Training Accuracy: 0.3363333333333333 , Validation Loss: 0.11102206420898438 , Validation Accuracy: 0.3196 , Test Loss: 0.1014342544555664 , Test Accuracy: 0.3884 , Best Accuracy: 0.4847 , Timing: 813.0009200572968
[07/03 08:23:08] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 140, reading dataloader... 
[07/03 08:23:08] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 140, requires subset selection. 
[07/03 08:23:29] train_sl  23/07/03 08:04:15 DEBUG: Stochastic Greedy GLISTER total time: 6.0578
[07/03 08:23:29] train_sl  23/07/03 08:04:15 DEBUG: GLISTER algorithm Subset Selection time is: 20.5498
[07/03 08:23:29] train_sl  23/07/03 08:04:15 INFO: Epoch: 140, GLISTER dataloader subset selection finished, takes 20.5696. 
[07/03 08:23:29] train_sl  23/07/03 08:04:15 DEBUG: Subset indices length: 4500
[07/03 08:23:29] train_sl  23/07/03 08:04:15 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[07/03 08:23:29] train_sl  23/07/03 08:04:15 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[07/03 08:23:29] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 140, finished reading dataloader. 
[07/03 08:23:33] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 141, reading dataloader... 
[07/03 08:23:33] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 141, finished reading dataloader. 
[07/03 08:23:37] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 142, reading dataloader... 
[07/03 08:23:37] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 142, finished reading dataloader. 
[07/03 08:23:40] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 143, reading dataloader... 
[07/03 08:23:40] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 143, finished reading dataloader. 
[07/03 08:23:44] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 144, reading dataloader... 
[07/03 08:23:44] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 144, finished reading dataloader. 
[07/03 08:23:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 145, reading dataloader... 
[07/03 08:23:48] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 145, finished reading dataloader. 
[07/03 08:23:52] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 146, reading dataloader... 
[07/03 08:23:52] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 146, finished reading dataloader. 
[07/03 08:23:56] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 147, reading dataloader... 
[07/03 08:23:56] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 147, finished reading dataloader. 
[07/03 08:24:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 148, reading dataloader... 
[07/03 08:24:00] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 148, finished reading dataloader. 
[07/03 08:24:04] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 149, reading dataloader... 
[07/03 08:24:04] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 149, finished reading dataloader. 
[07/03 08:24:28] train_sl  23/07/03 08:04:15 INFO: Epoch: 150 , Training Loss: 0.10081811218261719 , Training Accuracy: 0.39653333333333335 , Validation Loss: 0.10542255249023437 , Validation Accuracy: 0.3706 , Test Loss: 0.08530448760986328 , Test Accuracy: 0.4842 , Best Accuracy: 0.4847 , Timing: 872.4261469841003
[07/03 08:24:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 150, reading dataloader... 
[07/03 08:24:28] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 150, requires subset selection. 
[07/03 08:24:49] train_sl  23/07/03 08:04:15 DEBUG: Stochastic Greedy GLISTER total time: 5.8914
[07/03 08:24:49] train_sl  23/07/03 08:04:15 DEBUG: GLISTER algorithm Subset Selection time is: 20.4823
[07/03 08:24:49] train_sl  23/07/03 08:04:15 INFO: Epoch: 150, GLISTER dataloader subset selection finished, takes 20.4999. 
[07/03 08:24:49] train_sl  23/07/03 08:04:15 DEBUG: Subset indices length: 4500
[07/03 08:24:49] train_sl  23/07/03 08:04:15 DEBUG: Subset loader initiated, args: (), kwargs: {'batch_size': 128, 'shuffle': True, 'pin_memory': True, 'collate_fn': None}
[07/03 08:24:49] train_sl  23/07/03 08:04:15 DEBUG: Subset selection finished, Training data size: 45000, Subset size: 4500
[07/03 08:24:49] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 150, finished reading dataloader. 
[07/03 08:24:53] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 151, reading dataloader... 
[07/03 08:24:53] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 151, finished reading dataloader. 
[07/03 08:24:57] train_sl  23/07/03 08:04:15 DEBUG: Epoch: 152, reading dataloader... 
